epoch,train_loss,val_loss
1,56.21459149082729,19.014401110839845
2,17.987709500267393,16.285126515125093
3,15.591484889293852,14.778804672822497
4,14.255409790910994,13.690701175217402
5,13.297610490199498,12.91731879359654
6,12.578045865086146,12.291969762602307
7,12.051989456685384,11.841759531802223
8,11.638002911449615,11.480045902942475
9,11.346567270478749,11.229655510312035
10,11.116307972499303,11.00850102015904
11,10.939159973580496,10.908519769505093
12,10.802833593023392,10.762100030880882
13,10.698472986784436,10.705007228451683
14,10.614893267749604,10.65773630145845
15,10.550340171668642,10.595800304594494
16,10.498320937747048,10.48648130812872
17,10.454281959969657,10.449139058721633
18,10.41916642804827,10.506969266401018
19,10.390758315531412,10.458508949061802
20,10.368789647856213,10.435266221182687
21,10.352526690310524,10.41667555512928
22,10.32894178161621,10.380029714384532
23,10.3129831208002,10.373489361063639
24,10.301444142732166,10.384157355971563
25,10.290360390072777,10.357561514936174
26,10.276843099176316,10.467535641116188
27,10.259317893037341,10.418259025719053
28,10.244634114801316,10.357278840491885
29,10.237594141932897,10.401246381196522
30,10.216447460428874,10.515218006170363
31,10.200419448997861,10.3821205191476
32,10.176667381504604,10.403639508928572
33,10.159880063665481,10.37311825118292
34,10.13444572724842,10.377861236063639
35,10.10550561000279,10.361030496433804
36,10.069892105538505,10.44407192426409
37,10.049939303661528,10.379641850498745
38,10.007343677266439,10.61117136819022
39,9.964120154462542,10.40490974142892
40,9.914501788402738,10.534966086542038
41,9.863074030049642,11.038915016210646
42,9.805520359584264,10.434030677214123
43,9.747272700863792,10.480766489156087
44,9.68840551467169,10.353740336245583
45,9.608764122735886,10.754662939271473
46,9.517509555925642,10.39314144098191
47,9.418794253031413,10.439805699303037
48,9.339362964230492,10.533725872693743
49,9.25822172728039,10.367643502371651
50,9.134695581708636,10.982432866196405
51,9.017471492948987,10.191286104983375
52,8.896527266802106,10.144122456505185
53,8.786931573413668,10.081606759062268
54,8.62015279889788,10.038395935421898
55,8.529450936744327,11.264230730365572
